simpl,
clusters,10
ll,copt
opts,Co2L-CCL-3H
line_volume,22633626.103903502
line_volume_limit,
line_volume_AC,22633626.103903502
line_volume_DC,0.0
line_volume_shadow,
co2_shadow,-26.896096211562675
