simpl,
clusters,10
ll,copt
opts,Co2L-CCL-3H
 0,54.48623567328565
 1,53.53007657285024
 2,53.519901353194896
 3,54.331165833560746
 4,53.83451068362816
 5,54.30911793275666
 6,54.5249102248204
 7,53.52786414470038
 8,53.24399293573166
 9,53.34245027879856
