simpl,
clusters,10
ll,copt
opts,Co2L-3H
 0,49.18659096314219
 1,48.43026046947754
 2,48.3937736560283
 3,49.13647446918271
 4,48.90174179182582
 5,49.133878218395196
 6,49.21406022335745
 7,48.42240169257616
 8,48.10921166310165
 9,48.19834943987905
