simpl,
clusters,10
ll,copt
opts,Co2L-3H
line_volume,22652964.11027032
line_volume_limit,
line_volume_AC,22652964.11027032
line_volume_DC,0.0
line_volume_shadow,
co2_shadow,-26.895312267606077
